...1,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,symbol,log10_padj,sig,bigfc
ENSG00000003987,66.0819096258656,-2.17526091773495,0.332669310349709,-6.53880851061454,6.20108597343865e-11,1.04233611192818e-8,MTMR7,7.981992215759939,TRUE,TRUE
ENSG00000003989,1693.3990852083,-2.38778563268104,0.267679796890653,-8.92030575492575,4.650026365044439e-19,1.7078857349664e-16,SLC7A2,15.76754118887745,TRUE,TRUE
ENSG00000004799,945.14667312654,-3.01567163012239,0.329665804416312,-9.14766284438195,5.817854824388809e-20,2.33036031753072e-17,PDK4,16.632576923687704,TRUE,TRUE
ENSG00000004948,64.2965739833406,-3.37735276577321,0.450111714992888,-7.50336561630389,6.219974664458351e-14,1.4875364263454098e-11,CALCR,10.827532390596312,TRUE,TRUE
ENSG00000015413,5.23284177084218,-6.5329905868896,1.40921215983737,-4.63591698473815,3.55358573178968e-6,2.5453280662838e-4,DPEP1,3.5942562336830446,TRUE,TRUE
ENSG00000020633,185.2584731965,6.59348469109573,1.23748388610736,5.32813781667593,9.92248238501345e-8,9.67879033058359e-6,RUNX3,5.014178918061522,TRUE,TRUE
ENSG00000023445,775.394401432715,-2.27746986487887,0.239460676720706,-9.51083032115201,1.89146692687881e-21,9.62398820687039e-19,BIRC3,18.016644917847582,TRUE,TRUE
ENSG00000044524,349.640841077864,-3.2279465373639,0.336943277340838,-9.5800888589881,9.69614791377124e-22,5.368814136019339e-19,EPHA3,18.270121630698412,TRUE,TRUE
ENSG00000073282,191.674220702346,2.40253380978637,0.565979963448787,4.24490965218377,2.18681514231748e-5,0.0012363057618399,TP63,2.9078741067086384,TRUE,TRUE
ENSG00000078114,715.518397863325,-2.16133012083825,0.536571500153771,-4.02803749401311,5.62443755510202e-5,0.00283116741744253,NEBL,2.548034448430142,TRUE,TRUE
ENSG00000092607,109.137036032774,-2.73950497449353,0.435322785690754,-6.29304292020136,3.1130221796845503e-10,4.72627060925333e-8,TBX15,7.325481415851998,TRUE,TRUE
ENSG00000095752,158.269832141773,2.9977160010953,0.450419798556021,6.65538240260649,2.8256440717136198e-11,5.31022640829639e-9,IL11,8.274886961822942,TRUE,TRUE
ENSG00000096060,6115.68404873878,-3.36424568919219,0.287135559158133,-11.7165763065222,1.04823247052197e-31,1.31560163266978e-28,FKBP5,27.880875596226904,TRUE,TRUE
ENSG00000101076,13.8697621327269,2.37205633371308,0.652505766768045,3.63530324867812,2.7765383402598e-4,0.0108015115255961,HNF4A,1.9665154666155467,TRUE,TRUE
ENSG00000106366,3371.63479776122,-2.60664691054683,0.264553771398333,-9.85299471169532,6.6531472559489e-23,4.4732910800176396e-20,SERPINE1,19.349372841077862,TRUE,TRUE
ENSG00000109906,128.472898390382,-2.31898636060099,0.581651897264325,-3.98689726880948,6.69429938313726e-5,0.00330779213089087,ZBTB16,2.4804617903055792,TRUE,TRUE
ENSG00000111245,7.89606002667867,-3.07146167473433,0.620459660499907,-4.95030035032357,7.40990370501366e-7,6.19994876224832e-5,MYL2,4.2076118995928375,TRUE,TRUE
ENSG00000111319,2771.69413296369,-2.22524294663655,0.239370606185879,-9.29622472071016,1.45521076961486e-20,6.371115802039389e-18,SCNN1A,17.195784501066186,TRUE,TRUE
ENSG00000111913,394.839169766709,-2.81681546449792,0.281685712460661,-9.99985210428911,1.5262482849720798e-23,1.10512116203402e-20,RIPOR2,19.95659010467739,TRUE,TRUE
ENSG00000113389,43.1494252878476,-2.96531879398884,0.718821904006593,-4.1252482394605,3.70335095237446e-5,0.00198066150651709,NPR3,2.7031897387030805,TRUE,TRUE
ENSG00000115112,727.316034685185,-4.64782948670074,0.209986746761707,-22.1339182513984,1.49046483238909e-108,2.8059490934557e-104,TFCP2L1,103.55192021236391,TRUE,TRUE
ENSG00000119138,854.19468040532,-2.45308027334819,0.297272572787619,-8.25195627818901,1.55822434750667e-16,4.5836143072126e-14,KLF9,13.338791933644611,TRUE,TRUE
ENSG00000120129,815.468173037103,-2.71158489572539,0.30266546991564,-8.95901635717207,3.27587549548144e-19,1.23343264155867e-16,DUSP1,15.908884562589435,TRUE,TRUE
ENSG00000122223,26.2476693388582,4.3745319436113,1.3286682210262,3.29241858455275,9.9329652487163e-4,0.0308069198965953,CD244,1.5113517206632912,TRUE,TRUE
ENSG00000122367,41.1343228401535,-4.83099149877749,0.501619883513732,-9.63078150917286,5.92769160214214e-22,3.38165824551297e-19,LDB3,18.47087028484812,TRUE,TRUE
ENSG00000124479,13.6863645250626,2.71899797695409,0.673120757059928,4.03939107275519,5.35901484915289e-5,0.00271206488038044,NDP,2.5666999251094853,TRUE,TRUE
ENSG00000126010,116.449659231764,2.05114971674223,0.423266271553385,4.84600322443487,1.25973469259417e-6,9.89955676802054e-5,GRPR,4.004384249595588,TRUE,TRUE
ENSG00000127129,130.975959417802,-3.29970921494756,0.23671547914528,-13.9395582699618,3.6418720578263993e-44,9.79455476580568e-41,EDN2,40.00901530108308,TRUE,TRUE
ENSG00000128052,66.7803680391453,-2.32947839029731,0.466301919349313,-4.99564401010382,5.86397452009194e-7,4.99525720883488e-5,KDR,4.301442144774981,TRUE,TRUE
ENSG00000130518,49.7742911274526,-2.40477208635665,0.676104448904162,-3.5568055945414,3.7539174230795e-4,0.0140499501802974,IQCN,1.8523252157204877,TRUE,TRUE
ENSG00000131016,621.609226051466,-2.20463612532286,0.20435418890467,-10.7883089509426,3.9091630726582e-27,4.08855022254796e-24,AKAP12,23.388430663133477,TRUE,TRUE
ENSG00000132518,6.76549761151193,-4.66177305647686,1.4388826929807,-3.239856229572,0.0011958998134411,0.035793338454439,GUCY2D,1.4461977929560743,TRUE,TRUE
ENSG00000132821,599.859597426675,-2.8238033799593,0.208417879606905,-13.5487578382683,8.05822190134518e-42,1.51704085514724e-38,VSTM2L,37.81900272315125,TRUE,TRUE
ENSG00000134917,6.39485411689286,-4.52381717357634,0.829431877461013,-5.45411539694407,4.92172340155651e-8,5.06318933102201e-6,ADAMTS8,5.295575832462904,TRUE,TRUE
ENSG00000137462,55.0484414912728,-2.33266057145396,0.219997846264369,-10.6031063988273,2.88243744431273e-26,2.4665803330286998e-23,TLR2,22.6079047356152,TRUE,TRUE
ENSG00000137869,8.37970544673454,-3.70599363376528,0.999256543820247,-3.70875092756153,2.0828418605919e-4,0.00859903089199631,CYP19A1,2.065550490846421,TRUE,TRUE
ENSG00000139132,279.181906477264,-4.00454013312168,0.368309644409676,-10.8727539283967,1.55436942748627e-27,1.8289099276160302e-24,FGD4,23.737807682660584,TRUE,TRUE
ENSG00000139973,77.9569336823283,2.22048553042797,0.43995499314755,5.04707428035321,4.48626964345938e-7,3.91011631054473e-5,SYT16,4.407810323863347,TRUE,TRUE
ENSG00000145911,700.989023292906,4.78755442369541,1.24666346771289,3.84029415129858,1.2288697764355e-4,0.00548215696947284,N4BP3,2.2610485335539248,TRUE,TRUE
ENSG00000146122,253.801618105844,-2.28175428223234,0.260058284941833,-8.77401111348057,1.7241220463593099e-18,5.90151302632008e-16,DAAM2,15.229036629927133,TRUE,TRUE
ENSG00000149596,533.370902884309,-2.3161589867613,0.168981572438463,-13.7065773109951,9.273002840163988e-43,2.18216939336159e-39,JPH2,38.661111539839894,TRUE,TRUE
ENSG00000152779,67.3249899751959,-2.73154358438275,0.694641285376666,-3.93230814506164,8.41341212939635e-5,0.00402007352152324,SLC16A12,2.3957660042041207,TRUE,TRUE
ENSG00000153404,370.096591410079,2.39688091845786,0.341529371237239,7.01808137254731,2.2493554060730997e-12,4.8120869175832e-10,PLEKHG4B,9.317666536883761,TRUE,TRUE
ENSG00000153885,545.523962533182,2.87288742793493,0.366389885281351,7.84106642498832,4.4673603024735404e-15,1.2014646436338099e-12,KCTD15,11.920289004968835,TRUE,TRUE
